cs_company_id,matched_name,incorp_date,employees,creditworthy,credit_score,credit_limit,sector,office_type_code,common_score,currency,is_active,country_code,estimated_revenue,reg_type,profit,dbt_ltd,dbt_nltd,dbt,probability_of_default,ultimate_holding_company_identifier,ultimate_holding_company,ultimate_holding_company_country,common_score_bulk_365,credit_score_bulk_365,credit_limit_bulk_365,profit_bulk_365,estimated_revenue_bulk_365,dbt_ltd_bulk_365,dbt_nltd_bulk_365,dbt_bulk_365,probability_of_default_bulk_365,group_structure_count
DE01006586,IMEX MB-KOMPONENTEN GMBH,08-11-1994,,N,-13,0,G,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,DE30654090,VGC 70 GMBH,DEU,not_scored,-13,0,,,,,,,2
DE01036915,NORD-SÜD-VERWALTUNGSGSELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,12-12-1968,,Y,67,9500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,15000,,,,,,,0
DE01035833,HEMÜ MANAGEMENT GMBH,19-03-1997,,Y,76,140000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,150000,,,,,,,2
DE01008583,PACKMAFOL GMBH & CO. KG,23-06-1999,,Y,74,11000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,12000,,,,,,,0
DE01080014,GER VAN OMMEREN VERWALTUNGS GMBH,09-04-2002,,Y,76,12000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,NL00422278,COÖPERATIEF KONINKLIJK TUINBOUWCENTRUM HORTICOOP U.A.,NLD,B,76,12000,,,,,,,16
DE01111075,GALBUSERA GMBH,09-06-1980,,N,24,0,F,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,24,0,,,,,,,0
DE01106828,HARTL VERPACKUNGS-GMBH,27-06-2002,,Y,76,15000,S,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,16000,,,,,,,0
DE01111881,LIPPERT FUHRMANN GMBH,08-09-2005,,N,-23,0,J,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01112424,BSG SPEZIALFAHRZEUGGLASHANDELSGESELLSCHAFT MBH,04-05-2000,,Y,78,20000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,20000,,,,,,,0
DE01108267,THOMAS BAUMGARTNER GMBH,28-12-2004,,Y,76,10000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,10000,,,,,,,0
DE01126165,HOPPMANN AUTOHAUS GMBH,01-01-1933,200 - 499,Y,94,1100000,G,HEAD OFFICE,A,EUR,TRUE,DE,78043347,LIMITED,0,,,,,WXDE78151476,"STIFTUNG ""DEMOKRATIE IM ALLTAG""",DEU,A,94,1050000,0,78043347,,,,,6
DE01116431,MEDIEN LOGISTIK PEGASUS GMBH,16-12-2002,,N,31,0,J,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,31,0,,,,,,,0
DE01114271,RECKERMANN SERVICE PLUS GMBH,07-11-1996,,Y,93,88000,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,DE01784847,FRANK GMBH,DEU,B,66,71000,,,,,,,5
DE01117728,GLOBAL WIRTSCHAFTSBERATUNGSGESELLSCHAFT MBH,04-12-1991,,N,-25,0,N,HEAD OFFICE,not_scored,EUR,FALSE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01117142,FUTURE FIT DIENSTLEISTUNGSGESELLSCHAFT MBH,15-08-1988,,Y,36,5500,P,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,44,13500,,,,,,,0
DE01121787,REILS & ELLROTT GMBH & CO. KG,01-06-1950,,Y,64,9500,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,64,9500,,,,,,,0
DE01110383,MOMA KNOWLEDGE TRANSFER GMBH CONSULTING,20-04-2000,,Y,60,9000,N,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,73,11000,,,,,,,0
DE01335687,HIRSCHBECK GMBH,30-06-1993,,Y,69,10500,H,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,64,9500,,,,,,,0
DE01118573,KORF & CO. GMBH,31-12-1972,,N,-23,0,C,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01086813,WICKENDICK HOTELBETRIEBS-GMBH,19-04-1991,,N,33,0,I,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,33,0,,,,,,,0
DE01085680,FRUVA FRUCHTIMPORT VERWALTUNGS GMBH,09-07-1996,,Y,80,51000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,51000,,,,,,,0
DE01109724,GROB-WERKE BURKHART GROB E.K.,31-12-1925,,Y,81,12000,M,HEAD OFFICE,A,,TRUE,DE,,LIMITED,,,,,,,,,A,81,12000,,,,,,,0
DE01106526,PROJEKT TEAM GELDERN GMBH,31-05-1999,,Y,80,36000,F,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,37500,,,,,,,0
DE01125836,BARBARA LUKOSSEK CONSULTING GMBH,06-11-1989,,Y,76,40000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,36500,,,,,,,2
DE02548371,IMMO LINE GMBH,06-11-2007,,Y,74,11000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,11500,,,,,,,0
DE01072167,NEWAYS VERTRIEBS-GMBH,26-03-2002,,Y,65,26000,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,NL05822881,INFESTOS SUSTAINABLE SOLUTIONS B.V.,NLD,B,67,340000,,,,,,,30
DE01071474,DK MALERMEISTERBETRIEB GMBH,27-07-1998,,Y,82,205000,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,82,180000,,,,,,,0
DE01049407,MATTHIESEN & WARNT GMBH & CO. KOMMANDITGESELLSCHAFT,31-12-1957,,Y,60,18000,H,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,60,18000,,,,,,,0
DE01079553,RH SPORTS GMBH,20-06-2002,,N,-25,0,R,HEAD OFFICE,not_scored,EUR,FALSE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01047394,AUTOHAUS HÄRTL GMBH,26-04-1993,,Y,71,21000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,21500,,,,,,,0
DK03297405,TRICOMP APS,30-06-2008,1,N,-13,0,S,HEAD OFFICE,not_scored,DKK,FALSE,DK,60.59136366628154,LIMITED,-3.083188859,,,,,,,,C,37,3351,-1.474568585,,,,,0.01908,0
DE01073207,OTTO FRÖHLICH INH. DORIS BRIEGE E.KFR.,01-08-1985,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01038120,3H CAMPING CENTER GMBH,18-05-2000,,Y,58,39000,G,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,61,76000,,,,,,,0
DE01083574,BROTBÄCKEREI ARTUR MÜLLER GMBH & CO. KG,27-07-2000,01-Feb,Y,68,9000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,58,18000,,,,,,,0
DE01052915,JOHANN BENNING GMBH SCHWEISSTECHNIK,20-03-1986,,Y,75,15000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,66,21500,,,,,,,0
DE01051677,KONZEPTHAUS GMBH,25-04-2001,03-May,Y,39,6000,J,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,65,485000,,,,,,,0
DE01058289,MÖWEN-APOTHEKE INH.: SIBYLLE FRANZ E.K.,16-09-2004,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01077939,GOMER GMBH,05-10-2006,,Y,82,23500,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,82,23500,,,,,,,0
DE01112055,"MS ""KING BRIAN"" SCHIFFAHRTS GMBH & CO. KG",25-11-2004,01-Feb,N,-23,0,H,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,DE00985135,KÖNIG & CIE. GMBH & CO. KG,DEU,not_scored,-23,0,,,,,,,76
DE01642632,BOCKS PRODUCTS E.K.,03-02-2006,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01155830,HANS WALTER HALLER GMBH,25-11-1974,,Y,75,23000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE25666024,HWH GMBH,DEU,B,75,21000,,,,,,,5
DE01150519,E.S.A. B R Y N D E L -ELEKTROTECHNIK- E.K.,26-07-1999,,Y,56,8500,F,HEAD OFFICE,C,,TRUE,DE,,LIMITED,,,,,,,,,C,56,8500,,,,,,,0
DE01152480,K + T GMBH,04-07-1968,,Y,67,6000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,7500,,,,,,,0
DE01159085,GBU GESELLSCHAFT FÜR BOHR- UND UMWELTTECHNIK MBH,13-08-2001,,Y,76,28500,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,20500,,,,,,,0
DK03311995,JHJ INVEST APS,10-03-2009,,Y,39,1,M,HEAD OFFICE,C,DKK,TRUE,DK,,LIMITED,-0.536206758,,,,0.01678,,,,C,39,1340,-0.536206758,,,,,0.01678,0
DE01127203,DR. HAAS BERATUNGS- UND HANDELS GMBH,19-05-2000,,Y,66,15000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,67,17000,,,,,,,0
DE01149312,OPEN-AIR SPORTPARK ALTDORF GMBH,06-10-1986,,Y,49,30500,R,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,34,0,,,,,,,0
DE01154212,IN PUNCTO: PFAENDER & TEAM GMBH,29-11-2002,,Y,76,11500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,11500,,,,,,,0
DE01148337,APOTHEKE AM RATHAUS HAMBURG-BERGEDORF PETER KNIESBERG - PÄCHTER CHRISTIAN KNIESBERG -,17-04-1962,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01124302,DRESCHER VERMÖGENSVERWALTUNG GMBH & CO. KG,14-01-2004,,Y,62,63000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,62,66000,,,,,,,0
DE01084937,HELMSAUER VERWALTUNGS- U. BETEILIGUNGS-GMBH,16-11-1995,,Y,69,6000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,65,6000,,,,,,,0
DE01088817,PALETTE CREATIVE HOBBIES INH. MALTE RAINER BRAEUER,26-03-1997,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01147078,BG HAUSVERWALTUNGS- UND -BETREUUNGSGESELLSCHAFT MBH,01-04-1987,,Y,74,12500,S,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,15000,,,,,,,0
DE01088504,OILGEAR TOWLER GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,10-07-1964,20 - 49,Y,83,990000,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,WY00000289,OMERS ADMINISTRATION CORPORATION,CAN,B,66,725000,712790,8100311,,,,,171
DE01089763,BRIAN JAMES TRAILERS GMBH,10-02-2006,,Y,78,75000,C,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,SE00792738,CARL BENNET AB,SWE,B,76,46500,,,,,,,526
DE01089774,KÖBO BETEILIGUNG GMBH,01-07-2005,,Y,63,160000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,WY00072665,HANGZHOU DONGHUA CHAIN GROUP. CO. LTD.,CHN,B,76,190000,,,,,,,15
DE02584823,RICHTER INVEST GMBH,21-12-2009,,Y,69,15000,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,30500,,,,,,,0
DE01096868,ETW GMBH,01-07-1995,,N,-23,0,F,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,21,0,,,,,,,0
DE01095105,JEAN JECHEL SÖHNE E.K.,1852-12-31,,Y,68,10000,C,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01126427,HERMANN MAURMANN GARTEN- UND LANDSCHAFTSBAU NACHFOLGER THOMAS MARZULLA E. K.,15-05-2001,,Y,68,10000,N,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01833495,LITOS GMBH,12-05-2000,,Y,86,15000,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,8000,,,,,,,0
DE01098043,BACHWOCHE ANSBACH GMBH,21-12-1992,,Y,62,47000,R,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,28,0,,,,,,,0
DE01101179,"WILHELM BRAUN GASTHOF ""ZUM REBSTOCK"", INH.: EUGENIE BRAUN- OHLMANN E. KFR.",12-11-1991,,Y,68,10000,I,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01102413,BRUCHHAUSENER SKILIFT GMBH. & CO. KOMMANDITGESELLSCHAFT,10-01-1973,,N,28,0,H,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,28,0,,,,,,,0
DE01102135,STRUNZ & STRUNZ INGENIEURGESELLSCHAFT MBH,19-11-1996,,Y,70,90000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,67,105000,,,,,,,0
DE01150535,GRUNDSTÜCKSVERWALTUNG GUT RIEDEN GESCHÄFTSFÜHRUNGS-GMBH,07-06-1989,,Y,69,10500,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01097484,JOHANN KOPPOLD VERWALTUNGS GMBH,21-03-1999,,Y,76,9500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,8500,,,,,,,0
DE01104521,CIC CONCEPT IMMO CONSULT GMBH,02-08-2002,,Y,62,9500,K,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,12000,,,,,,,0
DE01170474,ROLAND PECHAN FEINDRAHTWICKELEI UND ELEKTRONIK E.K.,29-06-1994,,Y,71,10500,L,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01207561,GERHARD TURBER E. K.,14-01-1982,,Y,68,10000,C,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01202674,CHRISTIAN ZITZELSBERGER E.K.,30-03-2006,,Y,69,10500,K,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01203795,TNM IMMOBILIEN GMBH & CO. KG,19-07-1993,,Y,45,34000,L,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,34,0,,,,,,,0
DE01204903,KARL-HEINZ HEIM BLITZABLEITER BAU GMBH,18-02-1994,,Y,75,86000,F,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,63000,,,,,,,0
DE01207388,GREATECH GMBH,05-07-2004,,Y,68,6000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,60,9000,,,,,,,0
DE01207880,WULKENZINER AGRAR - ABBRUCH & TRANSPORTSERVICE GMBH,18-06-1996,,Y,90,13500,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,97,150000,,,,,,,0
DE01170156,DIAKONIESTATION PFORZHEIM GGMBH,24-06-2003,20 - 49,Y,52,8000,Q,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,WY10029184,EVANGELISCHE KIRCHE IN PFORZHEIM (STADTKIRCHENBEZIRK),DEU,C,37,6500,,,,,,,4
DE01173245,ARNOLD GMBH & CO. GRUNDSTÜCKSVERWALTUNG KG,06-12-2000,,Y,78,10000,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,10000,,,,,,,0
DE01202058,WELTER-TOURS OHG,08-09-1994,,Y,68,7500,H,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,7500,,,,,,,0
DE01201605,FLORA-APOTHEKE AM BAHNHOF DR. CUNTZE INH.: RÜDIGER METZNER E.K.,1885-12-31,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01198161,YPSILON TONSTUDIO GMBH,15-04-1997,,Y,74,11000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,74,11000,,,,,,,0
DE01165996,SUPERMARKT DIETER STEIMER E.K.,20-03-2000,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01161389,HIG HEXENTAL IMMOBILIEN GMBH,01-10-1982,,Y,69,14500,L,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,14000,,,,,,,0
DE01129492,GERHARD WITTE GMBH,11-08-1998,,Y,63,6500,E,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,73,9500,,,,,,,0
DE01203155,NIEBUHR + FISCHER ULTRASCHALL-SCHWEIßTECHNIK GMBH,30-09-1983,,N,-23,0,C,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,20,0,,,,,,,0
DE01129797,"LOCHMANN-KINO IM ""DICK"" GMBH",18-03-2002,,Y,70,57000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE04101162,LOCHMANN UND LOCHMANN HOLDING GMBH & CO. KG,DEU,B,70,33500,,,,,,,10
DE01867791,OPTUS-BETEILIGUNGS-GMBH,07-11-1997,,Y,68,20000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,72,12500,,,,,,,0
DE01193754,ALEXANDER KÖHL GMBH,13-04-2006,,Y,76,11500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,11500,,,,,,,0
DE01198644,"GERMON STEFFEN MELZER, TRADE AND SERVICE E.KFM.",11-01-2006,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01194144,TREULEBEN GMBH,18-11-1991,,Y,90,100000,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,DE01435186,LEUCHTTURM GRUPPE GMBH & CO. KG,DEU,A,90,26000,,,,,,,16
DE01131686,RIDOM GMBH,16-01-2003,,Y,66,39000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,64,33000,,,,,,,0
DE01131902,SENIORENRESIDENZ AM KIRSCHGARTEN GMBH,29-10-1997,,Y,61,18500,Q,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,61,18500,,,,,,,0
DE01201887,KAHN VERWALTUNGS GMBH,05-09-2005,,Y,84,7500,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,7000,,,,,,,0
DK03343700,LEAS APS,12-02-2010,1,Y,93,3,K,HEAD OFFICE,A,DKK,TRUE,DK,,LIMITED,-21.85042539,,,,0.0004,,,,A,100,6702,157.64478688395374,,,,,0.00025,0
DE01160759,FAB SQUAD PUBLISHING MATTHIAS BROECKEL E.K.,13-04-2005,,Y,68,10000,J,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,C,60,9000,,,,,,,0
DE01134124,BAUUNTERNEHMUNG INGOLF EIBEN GMBH,27-07-2006,06-Sep,Y,65,10000,F,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,63,10500,,,,,,,0
DE01136954,GEORG UTZ GMBH,30-11-1971,,Y,96,5200000,C,HEAD OFFICE,A,EUR,TRUE,DE,139397750,LIMITED,9879519,,,,,CH01079028,GEORG UTZ HOLDING AG,CHE,A,96,5000000,5846079,117886953,,,,,3
DE01135755,MÖBEL - MAITH GMBH,01-01-1963,,Y,88,28500,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,88,28500,,,,,,,0
DE01165983,ZULTNER GMBH & CO. KOMMANDITGESELLSCHAFT,04-11-1998,20 - 49,Y,60,18000,F,HEAD OFFICE,C,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,39,8000,,,,,,,0
DE01163402,A.C.F. GMBH UNTERHALTUNGSKONZEPTE,31-12-1977,06-Sep,Y,80,355000,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,78,380000,,,,,,,0
DE01198170,DETLEF HOLZMANN UND PARTNER GMBH,12-08-1993,,Y,82,30000,F,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,15000,,,,,,,0
DE02770442,BUZ KG,14-03-2011,,Y,84,5000,A,HEAD OFFICE,A,,TRUE,DE,,LIMITED,,,,,,,,,A,84,5000,,,,,,,0
DE01135841,IBOTEC BESCHICHTUNGEN GMBH,28-11-1990,,Y,89,125000,C,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,80,100000,,,,,,,2
DE01138350,B.S. BETEILIGUNGSGESELLSCHAFT MBH,05-10-1988,,Y,84,26500,M,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,26000,,,,,,,0
DE01160082,GASTRO RAU & KLÄRNER GMBH,01-01-1960,06-Sep,Y,75,45500,G,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,75,46500,,,,,,,0
DE01140584,SWIESSIE TRENDS REINHOLD ALTMANN,10-09-1997,,Y,69,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01201091,ENDELE HR CONSULTING GMBH,10-09-2002,,N,-23,0,N,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01142015,MK-BETEILIGUNGS-GMBH,25-02-1985,,N,34,0,J,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,C,39,5000,,,,,,,2
DE01198929,HERMANN LADEMANN GMBH & CO KG,08-12-1998,,Y,78,56000,S,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,76,43000,,,,,,,0
DE01142330,BKL HAUSTECHNIK GMBH SANITÄR-SOLAR-HEIZUNG,01-05-1999,,Y,78,130000,F,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,86,105000,,,,,,,0
DE01140519,AZ - WERBETEAM GMBH,18-04-1996,,N,-25,0,M,HEAD OFFICE,not_scored,EUR,FALSE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01141509,HELLER TREPPENBAU E.K.,25-07-2006,,Y,68,10000,C,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,68,10000,,,,,,,0
DE01250163,CMK E.K.,16-11-2004,,Y,84,12500,S,HEAD OFFICE,A,,TRUE,DE,,LIMITED,,,,,,,,,A,84,12500,,,,,,,0
DE01140621,LINDENHAUS VERLAGSGESELLSCHAFT MBH & CO. KG,01-04-1997,,Y,62,10000,J,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,70,13000,,,,,,,0
DE01144695,MOTORRADHAUS LÖHMER GMBH,30-10-1957,,Y,82,480000,G,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,82,480000,,,,,,,0
DE01202083,EDZARD-VERWALTUNGS-GMBH,11-10-1996,,Y,69,10500,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,69,10500,,,,,,,0
DE01203262,SCHWARZWÄLDER SPEZIALITÄTEN STEFAN GUTSCHER EINGETRAGENER KAUFMANN,30-01-1992,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01218173,OPTIMA VERMÖGENSVERWALTUNG AG,02-12-2004,,N,26,0,M,HEAD OFFICE,D,EUR,TRUE,DE,,LIMITED,,,,,,,,,D,26,0,,,,,,,0
DE01226350,RIBBECK & FRANKEN MANAGEMENTBERATUNG GMBH,02-05-2003,01-Feb,N,-23,0,M,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-23,0,,,,,,,0
DE01245190,VILANDO VERMÖGENSVERWALTUNGS-KG,09-11-1999,,Y,80,5000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,DE30315669,ROWIN LEBENSHILFE E. V.,DEU,B,80,5000,,,,,,,2
DE01213345,DIETER OSTERHAGEN KOMMANDITGESELLSCHAFT IMMOBILIEN,06-05-2003,,N,-33,0,K,HEAD OFFICE,not_scored,,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-33,0,,,,,,,0
DE01247479,SCHÖNBAU-BAUTRÄGER GMBH,04-02-1994,,Y,50,7500,L,HEAD OFFICE,C,,TRUE,DE,,LIMITED,,,,,,,,,C,50,7500,,,,,,,0
DE01214520,KLINIKUM OLDENBURG ANSTALT DES ÖFFENTLICHEN RECHTS,08-01-1998,GREATER THAN 2000,N,-9,0,Q,HEAD OFFICE,not_scored,EUR,TRUE,DE,259506754,LIMITED,-15470971,,,,,WY00002119,STADT OLDENBURG (OLDENBURG),DEU,B,63,9500,-15470971,259506754,,,,,19
DE01214842,WASSERGENOSSENSCHAFT NIEDERBERGKIRCHEN EG,01-08-1994,,Y,84,19500,S,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,84,22500,,,,,,,0
DE01210116,NORBERT SCHATTEN E.K.,15-09-1994,,Y,71,10500,G,HEAD OFFICE,B,,TRUE,DE,,LIMITED,,,,,,,,,B,71,10500,,,,,,,0
DE01212238,"PPC PRE PRINT CENTER, GESELLSCHAFT FÜR DIE DRUCKVORSTUFE MBH",04-11-1980,,N,-33,0,C,HEAD OFFICE,not_scored,EUR,TRUE,DE,,LIMITED,,,,,,,,,not_scored,-33,0,,,,,,,0
DE01215196,SELIG VERWALTUNGS GMBH,21-11-2001,,Y,77,11000,M,HEAD OFFICE,B,EUR,TRUE,DE,,LIMITED,,,,,,,,,B,77,10500,,,,,,,0
DE01215387,SOMMER & CO. GMBH,04-06-2004,,Y,86,105000,J,HEAD OFFICE,A,EUR,TRUE,DE,,LIMITED,,,,,,,,,A,86,105000,,,,,,,0
